gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
HIPK1,1400.394434,-0.057588703,0.530813591,-0.108491388,0.913605912,0.999938054
ST3GAL4,523.4871375,-0.07302662,0.673357113,-0.108451545,0.913637515,0.999938054
PHF13,535.4287651,-0.077373145,0.713680458,-0.108414269,0.913667083,0.999938054
CLMP,32.74327847,0.151230421,1.396418325,0.108298795,0.913758679,0.999938054
RERG,33.36565377,-0.119658262,1.10612746,-0.108177643,0.913854779,0.999938054
BANF1,4629.981112,-0.058665706,0.542557065,-0.108128177,0.913894017,0.999938054
HR,937.9920209,0.080976932,0.749307308,0.108069054,0.913940916,0.999938054
SPSB4,284.6300993,0.10577074,0.978965068,0.108043426,0.913961245,0.999938054
TRNP1,551.0753617,-0.087200481,0.807256031,-0.108020848,0.913979155,0.999938054
CCDC149,462.4354663,-0.050759109,0.470220183,-0.107947533,0.914037312,0.999938054
DLGAP1-AS1,90.8491943,-0.086810422,0.80469583,-0.107879796,0.914091044,0.999938054
RPL41,7281.220281,0.055844578,0.517718815,0.107866619,0.914101497,0.999938054
LINC02731,326.535458,-0.147997236,1.37211713,-0.107860497,0.914106353,0.999938054
GEMIN4,339.6914197,-0.054374465,0.504437482,-0.107792277,0.91416047,0.999938054
TRIM38,97.84078885,0.112278747,1.041830507,0.107770646,0.914177628,0.999938054
SNHG16,1438.121391,0.046484593,0.431366699,0.1077612,0.914185121,0.999938054
PPP3CB,912.2019019,-0.0620553,0.576202386,-0.107697055,0.914236005,0.999938054
ATG9A,1244.029605,-0.065118612,0.604654113,-0.107695641,0.914237127,0.999938054
TMEM62,262.009483,0.053731504,0.499170548,0.107641575,0.914280017,0.999938054
DNTTIP1,824.7609569,0.038446358,0.357385382,0.10757675,0.914331441,0.999938054
DDR2,60.68786501,0.118851441,1.104850647,0.107572405,0.914334888,0.999938054
HNRNPM,3991.010783,0.054440873,0.506253334,0.107536818,0.914363118,0.999938054
PCTP,213.8989922,0.065139811,0.606497373,0.107403286,0.914469048,0.999938054
TBR1,80.61347846,-0.131767453,1.228160098,-0.107288499,0.914560109,0.999938054
TDRD3,240.1201951,0.046590937,0.434331907,0.107270354,0.914574503,0.999938054
RPL23AP7,129.3086447,0.072113043,0.672653938,0.10720675,0.91462496,0.999938054
ZNF768,925.431989,-0.039387292,0.367409138,-0.107202809,0.914628087,0.999938054
ASCC2,1253.887703,-0.043661493,0.407285671,-0.107201151,0.914629402,0.999938054
FEZ2,1642.295641,0.048155398,0.449211513,0.107199832,0.914630449,0.999938054
ZNF865,304.0014293,0.065985288,0.615551886,0.107196955,0.914632731,0.999938054
ATP6V0A1,2606.997138,-0.047449562,0.443433534,-0.107004903,0.91478509,0.999938054
CISD2,491.3117717,0.041962542,0.392237022,0.106982614,0.914802773,0.999938054
TTLL7,90.59035146,-0.095158819,0.890533808,-0.10685593,0.914903275,0.999938054
SNX6,1086.807011,0.044294836,0.414573824,0.106844266,0.914912529,0.999938054
CLPTM1L,1314.473514,0.053983229,0.505290778,0.106835968,0.914919113,0.999938054
COQ4,787.8668301,0.046569865,0.436445705,0.106702539,0.915024968,0.999938054
ZKSCAN3,53.19750902,-0.085328065,0.800576607,-0.106583261,0.915119599,0.999938054
SLC25A21-AS1,54.64079026,-0.192809469,1.809888397,-0.106531137,0.915160952,0.999938054
SLK,369.8157708,-0.044960431,0.422313292,-0.106462268,0.915215591,0.999938054
MKI67,179.3557847,0.089068611,0.836990657,0.106415299,0.915252855,0.999938054
PQBP1,2074.902384,0.065851244,0.619043222,0.106375842,0.915284159,0.999938054
UBA2,1786.489134,0.062208806,0.586052256,0.106148906,0.915464209,0.999938054
BLM,114.1743408,0.090423055,0.851918771,0.106140466,0.915470906,0.999938054
MRTFB,292.8306913,-0.057012692,0.53719714,-0.106129925,0.915479268,0.999938054
FUT2,11.02883102,0.328781489,3.098435287,0.106112104,0.915493407,0.999938054
SRMS,7.148174354,0.234441473,2.210124417,0.106076143,0.91552194,0.999938054
DUSP12,405.4014785,-0.052442416,0.494877893,-0.105970415,0.915605826,0.999938054
SNORA52,6.066755006,-0.236192642,2.230610434,-0.105886998,0.91567201,0.999938054
FANCD2,88.35264449,0.086735604,0.820370527,0.105727352,0.915798678,0.999938054
MORC4,257.4420399,-0.085089128,0.805098474,-0.105687852,0.915830019,0.999938054
SKA1,32.72325511,0.213846168,2.023688425,0.105671488,0.915843003,0.999938054
ZDHHC9,1754.916151,-0.060036952,0.568531419,-0.10560006,0.915899677,0.999938054
PHKG1,328.1090951,-0.094057048,0.890707757,-0.105598101,0.915901231,0.999938054
COQ5,618.8070267,-0.065045812,0.616075134,-0.105580972,0.915914822,0.999938054
CUEDC1,1025.093435,-0.039506926,0.374694072,-0.105437819,0.916028408,0.999938054
APBA2,2705.415973,-0.096913936,0.919671208,-0.105378895,0.916075162,0.999938054
INTS12,511.2551031,-0.046418401,0.440606705,-0.1053511,0.916097217,0.999938054
DSC2,35.71898102,-0.123860502,1.176375524,-0.105289935,0.916145749,0.999938054
PMS2P1,381.5721513,-0.039183592,0.372160602,-0.105286781,0.916148252,0.999938054
FAM162B,21.789526,-0.104188191,0.990280267,-0.105210812,0.916208532,0.999938054
PIGZ,178.6609696,0.054021987,0.513508224,0.105201795,0.916215687,0.999938054
OXLD1,335.5895387,0.06234055,0.592897316,0.10514561,0.916260268,0.999938054
UCP2,529.0653676,0.063663548,0.606007129,0.105054124,0.916332862,0.999938054
ATPAF1,1894.656447,-0.050100216,0.477883082,-0.104837811,0.916504506,0.999938054
FILIP1,28.34722102,-0.146173004,1.394884072,-0.104792224,0.91654068,0.999938054
RGS18,16.62775977,0.20826301,1.989870917,0.104661568,0.916644359,0.999938054
DNAH7,53.86306779,-0.15641064,1.495368458,-0.104596723,0.916695815,0.999938054
RRN3P1,176.1132335,-0.053580287,0.512306045,-0.104586481,0.916703942,0.999938054
ELAVL3,1519.290427,-0.04574931,0.437445339,-0.104582919,0.916706769,0.999938054
NDUFV2,1025.794619,-0.057703723,0.552675221,-0.104408015,0.916845562,0.999938054
INPP1,794.9407955,-0.055997012,0.537013218,-0.104274923,0.916951178,0.999938054
CCDC40,126.8733047,-0.09216993,0.883992852,-0.10426547,0.91695868,0.999938054
FRRS1L,24.07019651,0.198444639,1.904248483,0.104211525,0.917001488,0.999938054
PEX5L,38.76673656,0.185212673,1.777304156,0.104209892,0.917002784,0.999938054
BAIAP2-DT,897.1033036,0.069717416,0.670274381,0.10401325,0.917158834,0.999938054
TMEM273,25.48115071,0.167479779,1.612194758,0.103883094,0.917262124,0.999938054
DTX3L,356.2924993,-0.062508962,0.602480062,-0.103752749,0.917365565,0.999938054
CYTL1,91.2865981,0.145174864,1.399711566,0.1037177,0.91739338,0.999938054
ASAP1,940.8077155,-0.056998146,0.549997745,-0.103633418,0.917460266,0.999938054
CYP27B1,26.09204236,0.095191079,0.918687194,0.10361642,0.917473756,0.999938054
LINC01521,16.83015819,0.233016295,2.249734498,0.10357502,0.917506613,0.999938054
ABCG2,591.5937743,0.080805597,0.780176281,0.103573511,0.91750781,0.999938054
MLF1,511.5404046,0.055732697,0.538282035,0.103538096,0.917535916,0.999938054
SIX4,66.10438382,0.086441334,0.834904893,0.103534348,0.91753889,0.999938054
FEM1B,252.0287326,-0.081330987,0.786462026,-0.10341375,0.9176346,0.999938054
GNAZ,697.6710662,0.050420955,0.487797057,0.103364615,0.917673595,0.999938054
RETREG2,3992.499731,-0.040570746,0.392511751,-0.103361863,0.917675779,0.999938054
RPP14,400.8263431,-0.048765753,0.471837952,-0.103352757,0.917683006,0.999938054
MACF1,2841.607764,0.071286401,0.690126909,0.103294626,0.91772914,0.999938054
CNN3,9951.479312,0.090794473,0.879708985,0.103209669,0.917796566,0.999938054
PMS2P5,114.6872643,0.074077259,0.71899,0.10302961,0.917939471,0.999938054
MRPL28,1920.542203,0.054711448,0.531241831,0.102987839,0.917972623,0.999938054
CSTPP1,1188.654736,-0.055890172,0.542847578,-0.102957394,0.917996786,0.999938054
LRRC3B,173.5426625,-0.087008246,0.845101055,-0.102956026,0.917997872,0.999938054
AIFM1,486.7651444,0.045155047,0.438594505,0.102953975,0.9179995,0.999938054
PTDSS1,1372.789912,-0.036170264,0.351376633,-0.102938729,0.9180116,0.999938054
SRSF9,1211.046211,0.042772653,0.415634307,0.102909342,0.918034923,0.999938054
LRP5L,58.67556789,-0.129373769,1.258106658,-0.102832116,0.918096216,0.999938054
PSMB2,1451.402354,-0.046105322,0.448540024,-0.102789762,0.918129831,0.999938054
ARHGAP25,86.65958818,0.067785411,0.659458513,0.1027895,0.918130039,0.999938054
FAM221A,72.07654595,-0.15204411,1.479572179,-0.102762212,0.918151697,0.999938054
SYNE1,736.9508848,-0.057251636,0.557200481,-0.102748719,0.918162406,0.999938054
ARHGEF18,842.0152378,-0.042643674,0.416342757,-0.10242444,0.918419786,0.999938054
MINDY3,412.8202895,-0.054746377,0.534519423,-0.102421679,0.918421977,0.999938054
TNFRSF14-AS1,9.904302155,-0.214740199,2.098190188,-0.10234544,0.918482488,0.999938054
PRSS53,55.11736269,-0.148404829,1.450044184,-0.102345039,0.918482807,0.999938054
TUBB3,5178.819414,0.059023373,0.577006082,0.102292463,0.918524537,0.999938054
MTSS2,23059.2187,-0.05901059,0.577068342,-0.102259274,0.91855088,0.999938054
ASH1L,939.2160609,0.058014532,0.568241702,0.102094817,0.918681415,0.999938054
UQCC1,554.3898981,-0.046348441,0.45436039,-0.102008101,0.918750245,0.999938054
UQCRH,1866.136685,0.049621213,0.487180489,0.10185386,0.918872674,0.999938054
CEPT1,316.2990773,-0.070690706,0.694056384,-0.101851531,0.918874522,0.999938054
GJC1,298.5519251,0.137441864,1.350664143,0.101758727,0.918948187,0.999938054
HMGN2P46,8.857064807,-0.334033949,3.283269361,-0.10173821,0.918964472,0.999938054
ZNF285,44.48848303,-0.133776492,1.315347335,-0.101704309,0.918991382,0.999938054
LIPG,340.6942578,0.103601871,1.018794063,0.10169069,0.919002192,0.999938054
CHRM4,28.30274685,0.153276738,1.509662272,0.101530482,0.919129361,0.999938054
RPL9,1243.036678,0.050084225,0.493533214,0.101480962,0.91916867,0.999938054
TRMT61A,610.4882521,0.041914459,0.413116708,0.101459122,0.919186006,0.999938054
TCEAL4,2733.13955,-0.049801509,0.491417678,-0.101342526,0.919278559,0.999938054
ADAMTS9-AS2,25.19021702,0.204380312,2.017292295,0.101314178,0.919301061,0.999938054
MED11,339.8276036,-0.045498313,0.449131479,-0.101302882,0.919310029,0.999938054
PSD2,2280.867098,-0.054081361,0.533861691,-0.101302195,0.919310574,0.999938054
SDHAF3,267.180309,-0.054512384,0.538369187,-0.101254651,0.919348315,0.999938054
NKAPD1,703.9608357,-0.038401546,0.379516187,-0.101185528,0.919403185,0.999938054
BLOC1S2,949.8736383,0.052065733,0.514742488,0.101149088,0.919432111,0.999938054
MXD3,106.2527821,-0.0966534,0.955789933,-0.101124104,0.919451944,0.999938054
RYK,425.996157,-0.047092839,0.465904057,-0.101078405,0.91948822,0.999938054
DFFA,462.008024,0.051814322,0.512871935,0.101027798,0.919528393,0.999938054
TMEM231,631.6007665,-0.050027464,0.495265452,-0.101011415,0.919541399,0.999938054
GAD1,476.9598067,0.095481389,0.945577413,0.100976808,0.91956887,0.999938054
SORBS1,2574.445637,0.058533997,0.580111685,0.100901256,0.919628846,0.999938054
COL5A1,169.3548882,0.165775025,1.643023712,0.100896307,0.919632775,0.999938054
MTMR6,445.1135709,-0.034932768,0.346425278,-0.100837815,0.919679207,0.999938054
TXNL4A,1943.573755,0.058089146,0.576175835,0.100818435,0.919694593,0.999938054
SLC24A5,34.6205,-0.143456683,1.423518419,-0.100776134,0.919728172,0.999938054
TENM1,225.439825,-0.161466668,1.603068605,-0.100723492,0.919769962,0.999938054
HIF3A,162.5543067,-0.076188031,0.756453936,-0.100717343,0.919774843,0.999938054
RMDN2,37.49064364,0.14156767,1.408944643,0.100477808,0.919965,0.999938054
CKAP2L,46.99222621,-0.140205109,1.396279645,-0.100413344,0.920016176,0.999938054
PXDC1,940.7933955,-0.03034838,0.302301449,-0.100391117,0.920033821,0.999938054
LHX2-AS1,20.19712164,0.198907067,1.984726209,0.100218895,0.920170546,0.999938054
IGSF22,35.60289282,0.127317127,1.271028092,0.100168617,0.92021046,0.999938054
NDRG1,5275.591386,-0.05594393,0.55854681,-0.100159788,0.92021747,0.999938054
CFAP251,23.27254974,0.146111776,1.459376996,0.100119282,0.920249628,0.999938054
DTNA,6727.372569,0.039899728,0.398620653,0.100094484,0.920269315,0.999938054
GLRX5,1774.23218,-0.068729308,0.686813683,-0.1000698,0.920288911,0.999938054
FZD2,63.08312126,-0.106833255,1.068716653,-0.099964059,0.920372859,0.999938054
RSPH1,195.9662928,0.093795074,0.938699477,0.099920237,0.92040765,0.999938054
SNORD36A,28.1244292,0.108843078,1.089465004,0.09990507,0.920419691,0.999938054
POGZ,940.2059888,0.047445824,0.475031524,0.099879317,0.920440137,0.999938054
NYNRIN,243.6349157,0.147540549,1.480913301,0.09962808,0.9206396,0.999938054
CEP85L,139.7318424,0.079428921,0.797309682,0.099621167,0.920645088,0.999938054
MILIP,115.122087,0.057544305,0.577868605,0.099580259,0.920677567,0.999938054
PRKRA,641.2083762,0.049133144,0.493816098,0.099496845,0.920743793,0.999938054
LOC100134317,16.74606165,-0.210045752,2.112997244,-0.099406543,0.920815488,0.999938054
HCCS,332.3839537,0.0505767,0.508917812,0.099380881,0.920835862,0.999938054
CHST8,68.56874322,-0.077890512,0.783764675,-0.099379973,0.920836583,0.999938054
CDV3,2432.364482,-0.039531768,0.398416107,-0.099222313,0.920961759,0.999938054
IFT57,500.1117256,-0.056542183,0.569898814,-0.099214424,0.920968023,0.999938054
ECSIT,2418.401174,0.062821133,0.633193809,0.09921312,0.920969058,0.999938054
IMMT,1105.107291,-0.03386968,0.341671566,-0.099129349,0.92103557,0.999938054
COL15A1,15.87036704,0.201206886,2.030942504,0.099070695,0.921082139,0.999938054
IGHMBP2,332.9415288,0.035381006,0.357307529,0.099021159,0.92112147,0.999938054
ZIC4,48.56629859,-0.160300231,1.619705407,-0.098968757,0.921163077,0.999938054
CENPK,87.80534509,0.137948079,1.394561549,0.098918602,0.921202899,0.999938054
LOC100507547,9.093187838,0.231170749,2.337226948,0.098908131,0.921211213,0.999938054
PRDM8,331.6199723,0.113256803,1.145322803,0.09888636,0.921228499,0.999938054
PIGF,253.6433471,-0.061359722,0.620624381,-0.098867727,0.921243294,0.999938054
ATAD3A,502.0701832,0.041746603,0.422264963,0.098863526,0.921246629,0.999938054
TENT2,417.6380034,0.054801416,0.554471391,0.098835425,0.921268941,0.999938054
EPX,18.06450103,0.104801425,1.060596798,0.098813635,0.921286242,0.999938054
PMF1,1899.677185,0.05760145,0.582932139,0.098813303,0.921286506,0.999938054
ANKRD19P,42.48976466,0.076340009,0.772720726,0.09879379,0.921301999,0.999938054
LOC100288637,7.322845057,-0.272901272,2.76327433,-0.098760108,0.921328743,0.999938054
MPP2,916.6949498,0.037077539,0.37569215,0.09869128,0.921383392,0.999938054
SLC1A6,125.1827616,-0.168271285,1.705863255,-0.098642892,0.921421813,0.999938054
ATP6V1C2,29.46718525,0.174779882,1.771880542,0.098640895,0.921423399,0.999938054
ERAP1,415.6629179,-0.075694931,0.768222355,-0.09853258,0.921509403,0.999938054
ILF2,4437.841619,-0.035814495,0.363697689,-0.098473254,0.921556509,0.999938054
ADRA1D,20.93334916,0.116844248,1.187497137,0.098395394,0.921618332,0.999938054
GATAD2B,1364.857029,-0.036479676,0.370815584,-0.098376869,0.921633041,0.999938054
DLEC1,56.82927937,0.144932112,1.473831346,0.098336972,0.921664721,0.999938054
CFAP300,41.82548286,0.144896261,1.473525613,0.098333046,0.921667839,0.999938054
FOXP4,628.6282431,-0.044281874,0.450355815,-0.098326417,0.921673102,0.999938054
HAR1B,18.64488852,-0.19985098,2.033259688,-0.098290927,0.921701282,0.999938054
PNPLA8,1541.95354,-0.0418491,0.426345523,-0.098157708,0.921807064,0.999938054
OTOS,10.46705966,0.209579661,2.135963849,0.09811948,0.92183742,0.999938054
DKC1,841.0987369,0.0415007,0.423547555,0.097983565,0.921945343,0.999938054
B3GLCT,282.0850729,-0.066686303,0.680653034,-0.097974004,0.921952936,0.999938054
UBQLN1,1944.400177,0.03876468,0.395853397,0.09792686,0.921990371,0.999938054
LGI2,73.40900163,0.169324196,1.729711613,0.097891576,0.922018389,0.999938054
SHROOM2,365.0181328,0.071887871,0.73449804,0.097873468,0.922032768,0.999938054
MRPL48,460.8013118,0.06728427,0.687525586,0.097864388,0.922039979,0.999938054
ATG13,2002.738608,-0.049709526,0.507965976,-0.097859951,0.922043502,0.999938054
ZBED4,268.300294,-0.066307989,0.677830078,-0.097823911,0.92207212,0.999938054
NIT2,469.8545146,-0.069724107,0.71301964,-0.097787077,0.922101369,0.999938054
EDF1,5658.938395,0.044976645,0.460563521,0.097655682,0.922205708,0.999938054
HEXIM2,36.3531864,0.093874661,0.961372157,0.097646536,0.92221297,0.999938054
RADX,118.7185937,0.134750332,1.380423552,0.097615208,0.922237848,0.999938054
WASHC2C,287.6715942,-0.058500641,0.599605777,-0.097565172,0.922277581,0.999938054
GUSB,735.2088234,0.055157381,0.56539603,0.097555303,0.922285418,0.999938054
SRPX2,120.8457824,0.193678016,1.985872478,0.097527922,0.922307161,0.999938054
CLSTN1,6930.930657,-0.06172557,0.633204644,-0.097481233,0.922344237,0.999938054
EHBP1-AS1,22.94510762,0.198653376,2.040388542,0.097360562,0.922440063,0.999938054
LIN9,79.02823048,-0.120421701,1.237251474,-0.097330012,0.922464323,0.999938054
BRPF3,737.5519604,0.046563864,0.478766398,0.097258003,0.922521507,0.999938054
ARL14EP,195.4114983,-0.075235246,0.773713925,-0.0972391,0.922536518,0.999938054
POU6F1,1190.960356,0.055008404,0.565736032,0.097233341,0.922541091,0.999938054
PSMD3,3560.015307,0.031627852,0.325444154,0.097183654,0.922580549,0.999938054
BAG4,101.2848135,0.085885341,0.884721863,0.097076092,0.922665967,0.999938054
WASH3P,515.5818603,0.07256167,0.74845145,0.096949067,0.922766843,0.999938054
MEF2C,621.4889146,-0.044690318,0.461688725,-0.096797507,0.922887203,0.999938054
TSEN15,753.9070856,0.037719847,0.389696348,0.096792918,0.922890848,0.999938054
NFXL1,134.9612549,0.072217171,0.746500445,0.096740961,0.92293211,0.999938054
VPS29,990.6202336,0.042026714,0.434455518,0.096734216,0.922937467,0.999938054
TMEM240,123.9609273,0.048925638,0.506070092,0.096677593,0.922982435,0.999938054
OCLN,29.74415676,-0.11880985,1.229359117,-0.096643729,0.923009328,0.999938054
EN1,69.30997435,-0.177706306,1.838907736,-0.09663688,0.923014768,0.999938054
BAG2,85.63536187,-0.058924564,0.609837034,-0.09662346,0.923025425,0.999938054
SH3BGRL2,248.0916038,-0.06532363,0.676541573,-0.096555234,0.923079608,0.999938054
HNRNPA3P1,23.67030638,-0.146825341,1.521651299,-0.096490793,0.923130786,0.999938054
DNAJC22,34.11960313,-0.19724062,2.044779338,-0.09646059,0.923154773,0.999938054
NUDT17,119.3766184,0.053403315,0.554009897,0.096394154,0.923207535,0.999938054
PNRC2,92.48272299,-0.125753742,1.305047938,-0.096359481,0.923235072,0.999938054
NME4,2933.925166,0.052977943,0.5500576,0.096313446,0.923271632,0.999938054
SURF2,564.2383453,-0.06349837,0.6594025,-0.096296829,0.923284829,0.999938054
ASGR1,273.1928695,-0.075750009,0.786694017,-0.096289036,0.923291018,0.999938054
ANKRD36B,16.54422614,0.20452055,2.124282912,0.096277454,0.923300217,0.999938054
TTC33,299.1655624,-0.042513749,0.441747291,-0.096239977,0.923329981,0.999938054
ZNF23,314.5623172,-0.047970522,0.498575047,-0.096215249,0.92334962,0.999938054
SNAPC1,227.9349927,0.075906257,0.789017981,0.096203457,0.923358985,0.999938054
CIDEB,685.791195,-0.035935535,0.373616405,-0.096182969,0.923375257,0.999938054
SOCS2-AS1,33.59756745,0.237195726,2.466872744,0.096152396,0.923399538,0.999938054
IER2,2112.070672,-0.0626924,0.652203589,-0.096123972,0.923422113,0.999938054
ZNF502,109.3174112,-0.048117912,0.500737567,-0.096094072,0.923445859,0.999938054
STAG1,439.9698521,-0.050612939,0.526779561,-0.096079922,0.923457098,0.999938054
BCDIN3D-AS1,20.61864693,-0.232521146,2.42216638,-0.095997182,0.923522811,0.999938054
CYP3A5,18.85455203,0.229302321,2.389970603,0.095943574,0.923565387,0.999938054
SEMA4G,150.2292186,-0.0790533,0.824110232,-0.095925638,0.923579633,0.999938054
LIMD1,426.7774994,0.064558719,0.673362009,0.095875203,0.923619689,0.999938054
SPIN4,73.55818877,-0.083213044,0.868664101,-0.095794271,0.923683968,0.999938054
AQP3,12.94767245,0.162867501,1.700577579,0.095771874,0.923701756,0.999938054
HEBP2,406.0121633,-0.069944831,0.730381098,-0.095764843,0.92370734,0.999938054
SERPINI2,11.09297199,0.206668744,2.158219344,0.095758915,0.923712048,0.999938054
XYLT2,286.0645181,0.062235563,0.650100241,0.095732256,0.923733222,0.999938054
SBF2,829.2324233,0.03664188,0.38297357,0.095677308,0.923776864,0.999938054
PARP12,236.4789541,-0.050197179,0.525020969,-0.095609855,0.923830438,0.999938054
NWD1,158.6606958,0.085491539,0.894281005,0.095598071,0.923839797,0.999938054
ZP3,7.952059894,0.199419264,2.087011851,0.095552531,0.923875968,0.999938054
C22orf39,948.039045,-0.048244195,0.505260572,-0.095483792,0.923930564,0.999938054
C19orf44,130.7548434,0.088679202,0.928736612,0.095483693,0.923930642,0.999938054
SPART,1118.515701,-0.034122157,0.357681304,-0.095398213,0.923998535,0.999938054
TCEAL1,706.8708069,-0.040206909,0.42146715,-0.095397492,0.923999108,0.999938054
ZFAT,143.0857357,-0.060526069,0.634857298,-0.09533807,0.924046305,0.999938054
RBM25,1166.845039,0.054892302,0.575839272,0.095325736,0.924056101,0.999938054
LRRC45,433.9292057,-0.054257531,0.569362351,-0.095295256,0.924080311,0.999938054
ESAM,1028.635211,0.07296784,0.765760352,0.095288089,0.924086003,0.999938054
ZNF706,1091.451442,-0.036355344,0.381686619,-0.095249198,0.924116894,0.999938054
OSCP1,151.4539568,0.061910683,0.650773619,0.095133978,0.92420841,0.999938054
SMIM7,1916.255904,0.056111511,0.590157344,0.095078899,0.924252158,0.999938054
ZWILCH,98.47629734,-0.070800834,0.746353111,-0.094862381,0.924424137,0.999938054
PRRC2C,1574.688663,-0.049526627,0.522234372,-0.094836015,0.92444508,0.999938054
YDJC,340.3767714,0.065305198,0.689273245,0.094745007,0.924517369,0.999938054
OSBPL3,483.0664176,-0.090242401,0.954209417,-0.094572952,0.924654035,0.999938054
MRPL55,806.410063,-0.038044469,0.40229021,-0.09456971,0.92465661,0.999938054
MIER1,467.828155,0.061479134,0.650752783,0.094473871,0.924732738,0.999938054
FAXC,345.2367896,-0.098961826,1.0478982,-0.094438397,0.924760916,0.999938054
ZNRF2P1,50.9816573,-0.068872721,0.729780555,-0.094374564,0.924811621,0.999938054
SFT2D1,623.7228284,-0.034188562,0.362296618,-0.094366218,0.92481825,0.999938054
LIN7A,61.03848363,-0.085573209,0.907252817,-0.094321238,0.92485398,0.999938054
TROAP,103.0144453,0.117883313,1.250651227,0.094257544,0.924904575,0.999938054
PHLPP2,190.819095,-0.063162251,0.670916364,-0.094143257,0.924995359,0.999938054
CDK1,169.8053471,-0.125111637,1.332343434,-0.093903444,0.925185858,0.999938054
WNT1,12.94675635,-0.189417809,2.020099222,-0.093766587,0.925294574,0.999938054
MYBPC1,386.9500218,0.056408246,0.601604162,0.093763059,0.925297377,0.999938054
ACTR3,2153.786595,0.046496572,0.496128137,0.093718878,0.925332474,0.999938054
NUP188,720.077309,-0.038659796,0.412535722,-0.093712602,0.92533746,0.999938054
OCRL,671.6049081,-0.04436737,0.473585007,-0.093684068,0.925360126,0.999938054
ZBTB11,355.0588041,-0.050834335,0.543098279,-0.093600618,0.925426419,0.999938054
H3P6,3875.127165,-0.044509093,0.475777128,-0.0935503,0.925466391,0.999938054
RYBP,738.7932728,-0.054967306,0.587596622,-0.093545987,0.925469817,0.999938054
POLR3K,351.8028822,-0.056258075,0.601925456,-0.093463526,0.925535325,0.999938054
STAU1,2446.151701,0.029719649,0.318179641,0.09340525,0.92558162,0.999938054
TRMT13,91.04678368,0.074636389,0.799856163,0.093312263,0.92565549,0.999938054
SLC30A5,419.8132126,-0.054172562,0.580652271,-0.093296047,0.925668372,0.999938054
ZNF391,42.36489544,-0.083761452,0.897908564,-0.093285057,0.925677103,0.999938054
ADRA1B,49.23645658,0.126024597,1.353249157,0.093127416,0.925802338,0.999938054
SFR1,90.37165873,0.057548884,0.618314837,0.093073756,0.925844966,0.999938054
UMAD1,245.9255797,-0.046409859,0.498832805,-0.093036903,0.925874244,0.999938054
LINC00863,191.0747485,0.076086112,0.817841925,0.093032785,0.925877515,0.999938054
SELE,680.6635005,-0.215473956,2.321076951,-0.092833612,0.926035748,0.999938054
NTHL1,512.8535595,0.049822815,0.537138014,0.092756077,0.926097346,0.999938054
RPE65,332.2277436,-0.121708264,1.312301198,-0.092744154,0.926106818,0.999938054
SNORA63,10.01383289,-0.193769566,2.089602689,-0.092730339,0.926117794,0.999938054
UBA6,434.3870761,0.051819272,0.559043983,0.092692657,0.92614773,0.999938054
TMEM42,409.1505613,-0.051098127,0.551286284,-0.092688914,0.926150704,0.999938054
PTP4A2,3204.989757,-0.034785568,0.375785873,-0.092567525,0.926247145,0.999938054
PPAN,90.08555598,-0.069542,0.751334359,-0.092557992,0.926254718,0.999938054
NKX2-5,25.61953298,-0.181280938,1.959165279,-0.092529681,0.926277211,0.999938054
ZNF250,196.762381,0.049785315,0.538674563,0.092421878,0.926362857,0.999938054
RPS8,26146.53081,-0.064159391,0.694465339,-0.092386743,0.926390772,0.999938054
ROCK2,376.2924026,0.049996837,0.541243521,0.092374014,0.926400885,0.999938054
ATM,374.8060167,0.049478516,0.535859056,0.092334944,0.926431926,0.999938054
SERPINB9P1,15.7820333,0.18407221,1.993600166,0.092331558,0.926434615,0.999938054
KCTD21,257.0283854,0.0419083,0.454319771,0.092244059,0.926504133,0.999938054
PDE3A,22.18037063,-0.189800421,2.057988638,-0.092226175,0.926518342,0.999938054
GFM2,286.629396,0.037839633,0.410443029,0.092192168,0.926545361,0.999938054
ERCC6,77.43030244,0.056444154,0.612270428,0.092188274,0.926548455,0.999938054
TSSC4,851.4421089,-0.054256566,0.589261828,-0.09207548,0.92663807,0.999938054
CHAC2,53.52929967,0.087851356,0.954518288,0.092037373,0.926668346,0.999938054
DIXDC1,367.7032832,-0.048332468,0.525307926,-0.092007878,0.92669178,0.999938054
WFDC3,16.36332169,-0.148274112,1.613964542,-0.091869498,0.926801726,0.999938054
UBE2N,2072.422869,-0.037396922,0.407405746,-0.09179282,0.926862649,0.999938054
ANO10,522.5691299,-0.050701285,0.552770585,-0.091722111,0.926918829,0.999938054
CCT7,6286.65158,-0.046218329,0.504125381,-0.091680226,0.926952108,0.999938054
RANBP17,27.76412634,-0.215696849,2.35292341,-0.091671853,0.926958761,0.999938054
USP3,375.2750354,-0.048870997,0.533317278,-0.091635879,0.926987344,0.999938054
DNAJC3,534.5940302,-0.057328885,0.625628829,-0.091634021,0.92698882,0.999938054
SCAMP1-AS1,352.0840786,-0.055057881,0.601088972,-0.09159689,0.927018322,0.999938054
NODAL,74.38947848,0.158497563,1.73190593,0.091516266,0.927082382,0.999938054
HEATR5B,319.6943393,0.045943537,0.502436057,0.09144156,0.92714174,0.999938054
DOCK7,696.5130767,0.081717757,0.893718769,0.09143565,0.927146435,0.999938054
CFD,52.63090601,-0.077242461,0.845012842,-0.091409807,0.927166969,0.999938054
