ens_id,gene,log2FC,aveEXP,t,p-value,q-value
ENSG00000180694,TMEM64,1.49,2.64,22.53,9.02E-65,3.20E-65
ENSG00000180720,CHRM4,-1.54,1.41,-17.6,3.72E-47,7.65E-48
ENSG00000180730,SHISA2,0.08,0.4,1.18,0.239,0.0139
ENSG00000180739,S1PR5,-1.03,2.05,-8.44,1.71E-15,1.58E-16
ENSG00000180758,GPR157,0.51,0.65,9.29,4.58E-18,4.51E-19
ENSG00000180767,CHST13,0.02,0.4,0.59,0.556,0.0314
ENSG00000180773,SLC36A4,0.96,3.03,14.21,7.52E-35,1.11E-35
ENSG00000180776,ZDHHC20,0.76,3.69,10.96,1.71E-23,1.92E-24
ENSG00000180777,ANKRD30B,-1.52,0.65,-32.76,1.24E-97,2.37E-97
ENSG00000180785,OR51E1,0.66,0.53,10.91,2.62E-23,2.92E-24
ENSG00000180787,ZFP3,0.89,2.18,11.77,3.17E-26,3.79E-27
ENSG00000180801,ARSJ,1.67,1.54,15.41,3.43E-39,5.71E-40
ENSG00000180806,HOXC9,1.52,0.94,13.61,1.02E-32,1.44E-33
ENSG00000180815,MAP3K15,0.16,0.22,5.56,6.39E-08,4.82E-09
ENSG00000180817,PPA1,-0.09,6.57,-1.51,0.132,0.00781
ENSG00000180818,HOXC10,2.52,1.6,15.51,1.43E-39,2.40E-40
ENSG00000180822,PSMG4,0.13,4.01,2.54,0.0115,0.000724
ENSG00000180828,BHLHE22,-1.25,0.91,-16.64,1.17E-43,2.17E-44
ENSG00000180834,MAP6D1,-1.08,4.2,-10.24,4.33E-21,4.57E-22
ENSG00000180855,ZNF443,0.65,1.73,13.46,3.53E-32,4.89E-33
ENSG00000180871,CXCR2,0.74,0.68,11.12,4.89E-24,5.56E-25
ENSG00000180875,GREM2,-1.31,0.98,-18.43,3.68E-50,8.25E-51
ENSG00000180879,SSR4,2.22,7.76,38.25,5.07E-113,3.21E-112
ENSG00000180881,CAPS2,-0.23,2.62,-3.35,0.00093,6.12E-05
ENSG00000180884,ZNF792,0.74,0.94,20,8.16E-56,2.16E-56
ENSG00000180891,CUEDC1,1.04,4.76,11.85,1.60E-26,1.93E-27
ENSG00000180900,SCRIB,-0.07,5.19,-0.76,0.446,0.0254
ENSG00000180901,KCTD2,-0.59,5.06,-8.01,3.13E-14,2.79E-15
ENSG00000180902,D2HGDH,-0.25,3.58,-2.88,0.00433,0.000277
ENSG00000180914,OXTR,1.24,2.03,10.06,1.65E-20,1.72E-21
ENSG00000180917,CMTR2,1.34,2.63,22.38,3.04E-64,1.06E-64
ENSG00000180921,FAM83H,-1.09,1.19,-18.78,1.92E-51,4.44E-52
ENSG00000180929,GPR62,-0.79,1.35,-7.28,3.33E-12,2.82E-13
ENSG00000180938,ZNF572,0.71,0.89,17.78,7.85E-48,1.64E-48
ENSG00000180957,PITPNB,0.1,4.76,1.61,0.109,0.0065
ENSG00000180964,TCEAL8,1.01,5.61,20.03,6.40E-56,1.70E-56
ENSG00000180979,LRRC57,0.78,3.01,13.6,1.16E-32,1.63E-33
ENSG00000180992,MRPL14,1.54,5.04,22.03,5.13E-63,1.73E-63
ENSG00000180998,GPR137C,-0.36,2.42,-4.58,6.93E-06,4.90E-07
ENSG00000181004,BBS12,0.54,1.97,10.67,1.66E-22,1.82E-23
ENSG00000181007,ZFP82,0.48,2.48,6.73,9.41E-11,7.67E-12
ENSG00000181016,LSMEM1,-0.49,1.51,-6.77,7.46E-11,6.09E-12
ENSG00000181019,NQO1,0.58,4.98,5.66,3.72E-08,2.83E-09
ENSG00000181026,AEN,1.84,3.31,24.74,2.38E-72,1.11E-72
ENSG00000181027,FKRP,0,3.57,0,0.999,0.0548
ENSG00000181029,TRAPPC5,0.8,6.41,11.52,2.22E-25,2.60E-26
ENSG00000181031,RPH3AL,-0.02,1.69,-0.38,0.702,0.0393
ENSG00000181035,SLC25A42,-0.67,3.47,-10.97,1.60E-23,1.80E-24
ENSG00000181036,FCRL6,0.19,0.31,5.92,9.38E-09,7.25E-10
ENSG00000181038,METTL23,1.57,4.7,33.14,9.17E-99,1.88E-98
ENSG00000181045,SLC26A11,-0.07,3.91,-1.14,0.254,0.0148
ENSG00000181061,HIGD1A,0.39,7.32,5.78,2.01E-08,1.54E-09
ENSG00000181072,CHRM2,-0.41,0.31,-11.2,2.69E-24,3.08E-25
ENSG00000181085,MAPK15,-1.35,1.29,-11.81,2.21E-26,2.66E-27
ENSG00000181090,EHMT1,0.05,4.18,0.56,0.576,0.0325
ENSG00000181104,F2R,4.33,3.3,47.19,4.70E-135,2.65E-133
ENSG00000181135,ZNF707,0.24,2.73,3.72,0.000241,1.62E-05
ENSG00000181163,NPM1,1.92,8.64,32.33,2.30E-96,3.99E-96
ENSG00000181191,PJA1,0.27,5.13,4.18,3.93E-05,2.72E-06
ENSG00000181192,DHTKD1,0.66,2.91,10.11,1.12E-20,1.17E-21
ENSG00000181195,PENK,-0.14,1.78,-0.99,0.324,0.0187
ENSG00000181215,C4orf50,-1.57,0.73,-40.98,4.21E-120,5.42E-119
ENSG00000181218,H2AC25,0.12,3.65,0.83,0.41,0.0235
ENSG00000181220,ZNF746,0.65,3.5,10.58,3.13E-22,3.41E-23
ENSG00000181222,POLR2A,0.06,5.11,0.73,0.468,0.0267
ENSG00000181234,TMEM132C,-1.11,1.6,-10.93,2.12E-23,2.37E-24
ENSG00000181240,SLC25A41,-1.54,1.17,-29.46,1.16E-87,1.16E-87
ENSG00000181264,TLCD5,0.05,3.14,0.83,0.407,0.0233
ENSG00000181274,FRAT2,0.05,2.45,0.89,0.374,0.0215
ENSG00000181284,TMEM102,1.33,1.47,24.72,2.87E-72,1.34E-72
ENSG00000181291,TMEM132E,0.46,2.72,3.37,0.000845,5.56E-05
ENSG00000181315,ZNF322,1.06,3.13,20.11,3.18E-56,8.50E-57
ENSG00000181322,NME9,-0.94,2.02,-11.61,1.06E-25,1.25E-26
ENSG00000181350,LRRC75A,-0.27,2.71,-3.34,0.00095,6.25E-05
ENSG00000181374,CCL13,0.45,0.33,4.65,5.02E-06,3.57E-07
ENSG00000181378,CFAP65,-0.48,0.79,-6.33,9.63E-10,7.63E-11
ENSG00000181381,DDX60L,1.52,2.25,19.39,1.26E-53,3.10E-54
ENSG00000181392,SYNE4,-0.38,0.61,-9.78,1.32E-19,1.35E-20
ENSG00000181396,OGFOD3,1.53,3.96,27.6,9.33E-82,6.81E-82
ENSG00000181404,WASHC1,-0.22,3.73,-3.1,0.00216,0.00014
ENSG00000181408,UTS2R,-0.59,0.33,-15.96,3.28E-41,5.76E-42
ENSG00000181409,AATK,-3.3,4.27,-23.88,1.96E-69,8.29E-70
ENSG00000181418,DDN,-5.51,3.67,-40.29,2.31E-118,2.36E-117
ENSG00000181444,ZNF467,-0.28,2.26,-4,8.10E-05,5.53E-06
ENSG00000181449,SOX2,2.28,6.32,20.65,3.64E-58,1.04E-58
ENSG00000181450,ZNF678,0.87,1.52,15.55,1.08E-39,1.81E-40
ENSG00000181458,TMEM45A,3.47,3.17,34.17,9.79E-102,2.47E-101
ENSG00000181467,RAP2B,1.85,2.86,30.35,2.04E-90,2.45E-90
ENSG00000181472,ZBTB2,1,2.5,17.3,4.39E-46,8.77E-47
ENSG00000181481,RNF135,2.02,3.04,27.73,3.58E-82,2.67E-82
ENSG00000181513,ACBD4,-0.68,3.67,-9.8,1.12E-19,1.15E-20
ENSG00000181523,SGSH,0.73,4.19,11.22,2.28E-24,2.61E-25
ENSG00000181541,MAB21L2,0.34,0.3,4.82,2.37E-06,1.70E-07
ENSG00000181544,FANCB,0.52,0.54,14.62,2.48E-36,3.81E-37
ENSG00000181555,SETD2,0.33,3.46,4.72,3.82E-06,2.73E-07
ENSG00000181585,TMIE,-0.47,2.61,-3.72,0.000245,1.64E-05
ENSG00000181588,MEX3D,1.26,3.33,15.86,7.94E-41,1.38E-41
ENSG00000181610,MRPS23,1.52,5.33,23.87,2.22E-69,9.36E-70
ENSG00000181617,FDCSP,0.02,0.12,0.57,0.567,0.032
ENSG00000181619,GPR135,0.04,1.04,0.89,0.373,0.0214
ENSG00000181625,SLX1B,-0.12,2.35,-1.01,0.311,0.018
ENSG00000181631,P2RY13,1.66,1.89,17.24,7.64E-46,1.52E-46
ENSG00000181638,ZFP41,-0.04,2.74,-0.55,0.584,0.0329
ENSG00000181649,PHLDA2,0.47,1.92,3.84,0.000155,1.05E-05
ENSG00000181652,ATG9B,-0.5,1.87,-5.56,6.30E-08,4.76E-09
ENSG00000181656,GPR88,-0.29,1.14,-3.1,0.00216,0.00014
ENSG00000181666,ZNF875,0.25,4.65,4.09,5.64E-05,3.88E-06
ENSG00000181690,PLAG1,-0.12,0.61,-2.67,0.00794,0.000502
ENSG00000181704,YIPF6,1.2,3.66,24.06,5.12E-70,2.21E-70
ENSG00000181722,ZBTB20,0.47,0.93,6.87,4.20E-11,3.45E-12
ENSG00000181744,DIPK2A,0.28,2.95,4.3,2.39E-05,1.66E-06
ENSG00000181751,MACIR,-1.01,3.51,-13.49,2.89E-32,4.02E-33
ENSG00000181754,AMIGO1,-1.17,3.28,-13.89,1.04E-33,1.50E-34
ENSG00000181773,GPR3,0.26,2.14,2.86,0.00462,0.000295
ENSG00000181778,TMEM252,0.13,0.14,4.98,1.12E-06,8.08E-08
ENSG00000181788,SIAH2,0.59,3.85,9.89,5.78E-20,5.95E-21
ENSG00000181789,COPG1,0.73,6.54,11.72,4.61E-26,5.49E-27
ENSG00000181790,ADGRB1,-2.43,4.65,-13.81,2.03E-33,2.89E-34
ENSG00000181804,SLC9A9,1.14,3.12,15.56,9.57E-40,1.62E-40
ENSG00000181817,LSM10,1.21,5.9,21.35,1.28E-60,3.95E-61
ENSG00000181826,RELL1,1.6,2.33,19.86,2.56E-55,6.65E-56
ENSG00000181827,RFX7,0.76,1.87,12.37,2.63E-28,3.30E-29
ENSG00000181830,SLC35C1,0.84,3.03,14.53,5.35E-36,8.16E-37
ENSG00000181847,TIGIT,0.29,0.28,7.71,2.17E-13,1.89E-14
ENSG00000181852,RNF41,0.72,4.85,10.4,1.24E-21,1.33E-22
ENSG00000181856,SLC2A4,-0.6,0.77,-12.32,3.91E-28,4.89E-29
ENSG00000181873,IBA57,0.17,1.42,3.71,0.000246,1.65E-05
ENSG00000181885,CLDN7,0.99,1.18,15.16,2.81E-38,4.55E-39
ENSG00000181894,ZNF329,0.15,2.75,1.8,0.0732,0.00441
ENSG00000181896,ZNF101,0.81,2.27,18.01,1.20E-48,2.57E-49
ENSG00000181904,C5orf24,0.96,4.3,18.36,6.32E-50,1.40E-50
ENSG00000181915,ADO,0.36,3.68,5.71,2.92E-08,2.22E-09
ENSG00000181924,COA4,2.04,5.59,38.45,1.52E-113,9.85E-113
ENSG00000181929,PRKAG1,1.16,5.6,21.87,1.85E-62,6.13E-63
ENSG00000181938,GINS3,2.23,2.69,30.57,4.38E-91,5.41E-91
ENSG00000181982,CCDC149,-0.62,3.31,-10.99,1.43E-23,1.61E-24
ENSG00000181991,MRPS11,0.94,5.67,17.75,1.07E-47,2.23E-48
ENSG00000182004,SNRPE,1.96,6.62,22.18,1.47E-63,5.03E-64
ENSG00000182010,RTKN2,0.78,1.13,10.27,3.44E-21,3.65E-22
ENSG00000182013,PNMA8A,-0.83,4.93,-9.02,3.04E-17,2.93E-18
ENSG00000182022,CHST15,0,3.36,-0.04,0.964,0.0531
ENSG00000182035,ADIG,0.5,0.36,10.26,3.69E-21,3.91E-22
ENSG00000182050,MGAT4C,-0.68,1.13,-7.93,5.22E-14,4.62E-15
ENSG00000182054,IDH2,1.11,6.43,16.82,2.48E-44,4.70E-45
ENSG00000182087,TMEM259,0.01,6.64,0.08,0.934,0.0515
ENSG00000182093,GET1,0.72,5.89,12.67,2.34E-29,3.01E-30
ENSG00000182095,TNRC18,0.25,4.63,2.38,0.018,0.00112
ENSG00000182103,FAM181B,1.56,4.23,12.46,1.20E-28,1.52E-29
ENSG00000182107,TMEM30B,-0.04,0.29,-1.26,0.209,0.0123
ENSG00000182108,DEXI,-0.24,5.47,-4.26,2.85E-05,1.97E-06
ENSG00000182117,NOP10,1.93,6.91,34.51,1.01E-102,2.76E-102
ENSG00000182118,FAM89A,0.85,2.96,7.73,1.99E-13,1.74E-14
ENSG00000182132,KCNIP1,0.94,4.8,5.8,1.83E-08,1.40E-09
ENSG00000182134,TDRKH,-0.25,3.09,-3.69,0.000268,1.80E-05
ENSG00000182141,ZNF708,0.56,2.44,6.79,6.68E-11,5.47E-12
ENSG00000182149,IST1,0.83,6.55,15.14,3.34E-38,5.40E-39
ENSG00000182150,ERCC6L2,0.4,3.02,5.25,3.05E-07,2.25E-08
ENSG00000182154,MRPL41,-1.7,5.86,-21.8,3.38E-62,1.11E-62
ENSG00000182158,CREB3L2,1.64,2.68,20.85,7.37E-59,2.15E-59
ENSG00000182162,P2RY8,0.73,0.52,13.99,4.59E-34,6.64E-35
ENSG00000182168,UNC5C,-0.73,1.39,-8.22,7.63E-15,6.91E-16
ENSG00000182173,TSEN54,-0.17,4.48,-2.52,0.0122,0.000765
ENSG00000182175,RGMA,1.55,6.23,13.64,8.15E-33,1.15E-33
ENSG00000182179,UBA7,0.95,4.38,9.29,4.68E-18,4.60E-19
ENSG00000182180,MRPS16,1.25,5.13,23.33,1.57E-67,6.13E-68
ENSG00000182183,SHISAL2A,1.13,1.05,18.67,4.77E-51,1.09E-51
ENSG00000182185,RAD51B,1.37,2.24,22.95,3.24E-66,1.21E-66
ENSG00000182195,LDOC1,-1.24,5.79,-11.62,1.01E-25,1.19E-26
ENSG00000182196,ARL6IP4,-0.18,7.47,-3.34,0.000945,6.22E-05
ENSG00000182197,EXT1,1.39,3.45,18.58,9.89E-51,2.25E-51
ENSG00000182199,SHMT2,2.34,5.47,31.44,9.94E-94,1.47E-93
ENSG00000182208,MOB2,-0.36,4.67,-6.19,2.09E-09,1.64E-10
ENSG00000182218,HHIPL1,-1.12,1.93,-15.58,8.13E-40,1.37E-40
ENSG00000182220,ATP6AP2,1.12,6.8,17.95,1.94E-48,4.12E-49
ENSG00000182224,CYB5D1,0.36,3.29,5.16,4.71E-07,3.46E-08
ENSG00000182240,BACE2,2.15,3.14,19.76,5.65E-55,1.45E-55
ENSG00000182247,UBE2E2,0.05,5.24,0.57,0.567,0.032
ENSG00000182253,SYNM,-0.22,4.6,-2.23,0.0264,0.00163
ENSG00000182255,KCNA4,-1.1,0.65,-22.01,5.87E-63,1.97E-63
ENSG00000182256,GABRG3,-0.95,0.64,-16.12,9.10E-42,1.61E-42
ENSG00000182263,FIGN,0.69,1.58,10.14,8.73E-21,9.16E-22
ENSG00000182264,IZUMO1,-0.41,0.39,-10.2,5.79E-21,6.11E-22
ENSG00000182272,B4GALNT4,-1.58,5.72,-14.36,2.07E-35,3.10E-36
ENSG00000182287,AP1S2,1.9,5.43,23.84,2.86E-69,1.20E-69
ENSG00000182307,C8orf33,1.33,5.46,20.04,5.48E-56,1.45E-56
ENSG00000182310,SPACA6,-0.97,3.54,-13.44,4.31E-32,5.96E-33
ENSG00000182318,ZSCAN22,0.49,1.3,10.99,1.35E-23,1.52E-24
ENSG00000182324,KCNJ14,-0.11,1.1,-2.37,0.0183,0.00114
ENSG00000182325,FBXL6,-0.41,3.83,-5.2,3.80E-07,2.80E-08
ENSG00000182326,C1S,2.26,5.47,15.78,1.52E-40,2.61E-41
ENSG00000182327,GLTPD2,-0.39,0.52,-10.18,6.54E-21,6.88E-22
ENSG00000182329,KIAA2012,-0.44,0.44,-8.66,3.95E-16,3.71E-17
ENSG00000182333,LIPF,-0.52,0.28,-7.42,1.44E-12,1.24E-13
ENSG00000182359,KBTBD3,0.87,2.91,12.38,2.44E-28,3.07E-29
ENSG00000182362,YBEY,1.16,3.91,17.39,2.11E-46,4.26E-47
ENSG00000182372,CLN8,0.74,2.97,10.93,2.19E-23,2.45E-24
ENSG00000182378,PLCXD1,-0.02,3.51,-0.18,0.858,0.0475
ENSG00000182379,NXPH4,1.53,2.32,12.46,1.25E-28,1.59E-29
ENSG00000182389,CACNB4,-1.01,2.11,-12.84,5.88E-30,7.70E-31
ENSG00000182400,TRAPPC6B,-0.59,3.81,-8.87,8.98E-17,8.56E-18
ENSG00000182405,PGBD4,0.18,1.05,4.66,4.94E-06,3.51E-07
ENSG00000182446,NPLOC4,0.44,4.9,7.61,4.30E-13,3.72E-14
ENSG00000182450,KCNK4,-2.7,1.64,-36.88,2.50E-109,1.18E-108
ENSG00000182463,TSHZ2,0.54,1.6,5.24,3.22E-07,2.38E-08
ENSG00000182472,CAPN12,-0.34,0.57,-7.2,5.61E-12,4.73E-13
ENSG00000182473,EXOC7,0.2,5.6,2.82,0.00509,0.000325
ENSG00000182481,KPNA2,2.18,5.47,29.75,1.50E-88,1.59E-88
ENSG00000182484,WASH6P,-0.28,4.94,-3.77,0.000201,1.35E-05
ENSG00000182492,BGN,2.47,6.25,21.63,1.26E-61,4.05E-62
ENSG00000182504,CEP97,0.15,1.98,2.55,0.0114,0.000719
ENSG00000182508,LHFPL1,0.22,0.63,3.98,8.84E-05,6.03E-06
ENSG00000182511,FES,0.2,3.25,2.34,0.02,0.00124
ENSG00000182512,GLRX5,0.24,5.35,4.71,3.97E-06,2.83E-07
ENSG00000182518,VCF2,0.89,4.38,18.68,4.59E-51,1.05E-51
ENSG00000182533,CAV3,0.04,0.17,1,0.32,0.0185
ENSG00000182534,MXRA7,0.83,6.63,9.79,1.17E-19,1.20E-20
ENSG00000182541,LIMK2,0.66,4.03,7.42,1.38E-12,1.18E-13
ENSG00000182544,MFSD5,1.39,4.44,28.18,1.24E-83,1.00E-83
ENSG00000182545,RNASE10,0.23,0.41,7.95,4.65E-14,4.12E-15
ENSG00000182551,ADI1,1.03,5.14,16.04,1.81E-41,3.19E-42
ENSG00000182552,RWDD4,1.45,3.4,30.68,2.05E-91,2.59E-91
ENSG00000182557,SPNS3,0.33,0.73,7.14,7.96E-12,6.66E-13
ENSG00000182566,CLEC4G,-1.48,0.95,-21.46,5.16E-61,1.62E-61
ENSG00000182568,SATB1,-1.1,3.84,-10.8,5.84E-23,6.47E-24
ENSG00000182575,NXPH3,-0.64,2.97,-5.86,1.27E-08,9.81E-10
ENSG00000182578,CSF1R,2.71,4.71,21.48,4.35E-61,1.37E-61
ENSG00000182580,EPHB3,1.29,2.92,12.67,2.32E-29,3.00E-30
ENSG00000182600,SNORC,-1.86,3.1,-14.31,3.23E-35,4.81E-36
ENSG00000182601,HS3ST4,-3.01,1.99,-30.22,5.29E-90,6.18E-90
ENSG00000182606,TRAK1,-0.3,4.22,-4.27,2.65E-05,1.84E-06
ENSG00000182612,TSPAN10,0.92,0.99,20.34,4.63E-57,1.27E-57
ENSG00000182621,PLCB1,-1.23,3.14,-11.69,5.95E-26,7.07E-27
ENSG00000182628,SKA2,1.71,5.35,30.11,1.15E-89,1.30E-89
ENSG00000182636,NDN,-0.93,4.33,-5.79,1.90E-08,1.45E-09
ENSG00000182667,NTM,-1.18,5.11,-12.06,3.11E-27,3.81E-28
ENSG00000182670,TTC3,-0.7,5.41,-7.86,8.39E-14,7.39E-15
ENSG00000182674,KCNB2,-1.3,0.65,-25.81,6.35E-76,3.44E-76
ENSG00000182685,BRICD5,-1.77,3.51,-17.33,3.59E-46,7.19E-47
ENSG00000182698,RESP18,-1.03,0.61,-17.76,9.92E-48,2.07E-48
ENSG00000182700,IGIP,-1.43,3.73,-20.95,3.17E-59,9.36E-60
ENSG00000182704,TSKU,2.41,2.98,26.26,2.20E-77,1.28E-77
ENSG00000182712,CMC4,1.02,3.63,19.11,1.27E-52,3.06E-53
ENSG00000182718,ANXA2,4.54,6.85,33.55,5.76E-100,1.26E-99
ENSG00000182732,RGS6,-0.49,3.07,-3.28,0.00115,7.57E-05
ENSG00000182742,HOXB4,1.04,0.65,9.93,4.16E-20,4.30E-21
ENSG00000182749,PAQR7,0.64,2.95,11.77,3.11E-26,3.72E-27
ENSG00000182752,PAPPA,0.21,0.27,4.51,9.38E-06,6.62E-07
ENSG00000182768,NGRN,-0.73,7.1,-12.09,2.41E-27,2.96E-28
ENSG00000182771,GRID1,-0.77,3.37,-8.61,5.37E-16,5.02E-17
ENSG00000182774,RPS17,1.45,9.41,23.89,1.95E-69,8.26E-70
ENSG00000182782,HCAR2,0.35,0.4,6.28,1.27E-09,1.00E-10
ENSG00000182791,CCDC87,0.07,0.43,1.83,0.069,0.00417
ENSG00000182809,CRIP2,-0.01,7.73,-0.09,0.927,0.0511
ENSG00000182810,DDX28,1.22,3.06,23.45,5.87E-68,2.33E-68
ENSG00000182827,ACBD3,1.34,3.68,20.4,2.84E-57,7.84E-58
ENSG00000182831,HAPSTR1,0.92,3.54,14.72,1.06E-36,1.65E-37
ENSG00000182836,PLCXD3,-1.06,0.98,-14.41,1.42E-35,2.14E-36
ENSG00000182853,VMO1,1.6,2.41,18.54,1.37E-50,3.11E-51
ENSG00000182858,ALG12,1.21,3.18,20.1,3.34E-56,8.91E-57
ENSG00000182866,LCK,0.69,0.65,11.32,1.06E-24,1.22E-25
ENSG00000182870,GALNT9,-3.87,3.36,-28.5,1.19E-84,1.02E-84
ENSG00000182871,COL18A1,0.96,4.54,7.99,3.62E-14,3.22E-15
ENSG00000182872,RBM10,0.36,4.85,5.25,3.02E-07,2.24E-08
ENSG00000182885,ADGRG3,0.17,0.63,2.58,0.0103,0.000651
ENSG00000182890,GLUD2,-0.03,0.91,-0.66,0.507,0.0288
ENSG00000182899,RPL35A,1.43,9.5,24.59,8.12E-72,3.74E-72
ENSG00000182901,RGS7,-2.74,2.74,-23.98,9.61E-70,4.11E-70
ENSG00000182902,SLC25A18,-1.35,5.22,-12.6,4.07E-29,5.23E-30
ENSG00000182903,ZNF721,0.2,3.53,3.37,0.000866,5.70E-05
ENSG00000182916,TCEAL7,0.01,5.82,0.06,0.951,0.0523
ENSG00000182919,C11orf54,1.13,3.74,18.29,1.16E-49,2.56E-50
ENSG00000182923,CEP63,0.32,3.82,5.02,9.16E-07,6.66E-08
ENSG00000182934,SRPRA,0.52,5.37,8.24,6.71E-15,6.09E-16
ENSG00000182944,EWSR1,0.35,6.75,5.34,1.90E-07,1.41E-08
ENSG00000182950,CIMAP1C,0.14,0.38,4.21,3.46E-05,2.39E-06
ENSG00000182952,HMGN4,2.12,5.07,35.08,2.52E-104,7.80E-104
ENSG00000182957,SPATA13,1.06,3.28,10.92,2.35E-23,2.62E-24
ENSG00000182963,GJC1,1.95,2.43,28.71,2.59E-85,2.28E-85
ENSG00000182968,SOX1,-0.13,1.39,-1.09,0.279,0.0162
ENSG00000182973,CNOT10,0.95,3.97,18.28,1.24E-49,2.72E-50
ENSG00000182979,MTA1,-0.19,5.56,-1.97,0.0496,0.00302
ENSG00000182983,ZNF662,0.53,1.95,6.59,2.25E-10,1.82E-11
ENSG00000182985,CADM1,1.14,5.28,14.22,7.14E-35,1.05E-35
ENSG00000182986,ZNF320,0.89,3.05,11.6,1.21E-25,1.43E-26
ENSG00000182993,C12orf60,0.67,1.44,13.12,5.96E-31,7.99E-32
ENSG00000183010,PYCR1,2.12,4.24,26.55,2.44E-78,1.50E-78
ENSG00000183011,NAA38,1.02,6.99,13.42,5.08E-32,7.01E-33
ENSG00000183018,SPNS2,-1.95,4.29,-20.26,9.09E-57,2.48E-57
ENSG00000183019,MCEMP1,0.37,0.57,4.36,1.83E-05,1.28E-06
ENSG00000183020,AP2A2,-0.19,5.77,-2.6,0.00975,0.000614
ENSG00000183023,SLC8A1,0.58,2.22,5.94,8.61E-09,6.66E-10
ENSG00000183032,SLC25A21,0.04,0.26,0.87,0.384,0.022
ENSG00000183036,PCP4,-2.52,4.27,-15.74,2.22E-40,3.81E-41
ENSG00000183044,ABAT,-0.35,6.11,-3.08,0.00227,0.000147
ENSG00000183048,SLC25A10,0.1,3.1,1.53,0.126,0.0075
ENSG00000183049,CAMK1D,-1.89,3.62,-21.64,1.20E-61,3.85E-62
ENSG00000183054,RGPD6,-1.04,3.23,-13.62,9.39E-33,1.32E-33
ENSG00000183060,LYSMD4,-1.49,2.96,-24.9,7.25E-73,3.45E-73
ENSG00000183066,WBP2NL,-0.63,0.61,-16.2,4.47E-42,8.01E-43
ENSG00000183067,IGSF5,0.81,0.89,14.16,1.16E-34,1.70E-35
ENSG00000183072,NKX2-5,2.1,1.33,16.03,1.88E-41,3.32E-42
ENSG00000183077,AFMID,0.09,4.95,1.23,0.219,0.0128
ENSG00000183087,GAS6,-0.44,5.11,-5.11,6.13E-07,4.48E-08
ENSG00000183090,FREM3,-0.62,0.54,-7.8,1.23E-13,1.08E-14
ENSG00000183091,NEB,-0.31,1.58,-3.77,0.000199,1.34E-05
ENSG00000183092,BEGAIN,-2.8,3.38,-26.9,1.70E-79,1.11E-79
ENSG00000183098,GPC6,1.52,1.47,17.27,5.94E-46,1.18E-46
ENSG00000183111,ARHGEF37,-0.71,2.58,-7.36,2.08E-12,1.77E-13
ENSG00000183114,FAM43B,-0.51,2.64,-5.75,2.38E-08,1.82E-09
ENSG00000183117,CSMD1,-1.32,1.83,-16.15,6.71E-42,1.20E-42
ENSG00000183134,PTGDR2,-0.85,1.02,-14.09,2.08E-34,3.03E-35
ENSG00000183137,CEP57L1,1.06,2.92,17.26,6.21E-46,1.24E-46
ENSG00000183145,RIPPLY3,0.21,0.15,5.62,4.65E-08,3.52E-09
ENSG00000183150,GPR19,0.5,2.53,6.6,2.12E-10,1.71E-11
ENSG00000183155,RABIF,0.48,3.33,9.23,6.92E-18,6.78E-19
ENSG00000183160,TMEM119,2.96,3.03,24.03,6.27E-70,2.69E-70
ENSG00000183161,FANCF,1.21,2.11,25.03,2.51E-73,1.22E-73
ENSG00000183166,CALN1,-1.83,1.68,-18.67,4.73E-51,1.09E-51
ENSG00000183172,SMDT1,0.29,6.5,4.88,1.75E-06,1.26E-07
ENSG00000183186,C2CD4C,-2.76,2.64,-28.96,4.43E-86,4.05E-86
ENSG00000183196,CHST6,1.34,2.35,12.67,2.32E-29,2.99E-30
ENSG00000183207,RUVBL2,1.22,6.02,18.05,8.31E-49,1.79E-49
ENSG00000183208,GDPGP1,0.56,1.99,10.9,2.80E-23,3.13E-24
ENSG00000183230,CTNNA3,-0.67,1.04,-7.78,1.38E-13,1.21E-14
ENSG00000183248,PRR36,-2.17,3.41,-17.91,2.86E-48,6.05E-49
ENSG00000183255,PTTG1IP,2.35,6.95,33.07,1.49E-98,2.99E-98
ENSG00000183258,DDX41,0.44,6.23,7.19,5.80E-12,4.88E-13
ENSG00000183260,ABHD16B,-0.22,0.18,-5.22,3.52E-07,2.60E-08
ENSG00000183281,PLGLB1,-1.6,2.44,-20.88,5.69E-59,1.67E-59
ENSG00000183283,DAZAP2,1.48,7.71,26.13,5.59E-77,3.17E-77
ENSG00000183287,CCBE1,-0.35,0.3,-7.6,4.42E-13,3.83E-14
ENSG00000183291,SELENOF,2.36,7.24,35.06,2.94E-104,9.01E-104
ENSG00000183307,TMEM121B,-0.84,2.37,-9.3,4.23E-18,4.17E-19
ENSG00000183309,ZNF623,0.63,2.74,9.73,1.83E-19,1.87E-20
ENSG00000183317,EPHA10,-2.65,1.67,-32.6,3.59E-97,6.57E-97
ENSG00000183323,CCDC125,1.19,2.05,21.34,1.41E-60,4.35E-61
ENSG00000183336,BOLA2,1.59,3.15,17.91,2.82E-48,5.99E-49
ENSG00000183337,BCOR,0.32,2.94,3.77,0.000203,1.37E-05
ENSG00000183340,JRKL,0.62,2.12,9.08,1.99E-17,1.92E-18
ENSG00000183346,CABCOCO1,0.64,1.83,6.79,6.85E-11,5.60E-12
ENSG00000183354,BRD10,-0.3,2.78,-3.88,0.000131,8.86E-06
