"HumanGene","MouseGene","in_deseq2","in_tcga","in_mouse_pseudobulk","in_mouse_sn"
NA,"Prox1os",0,0,1,0
NA,"Prox2os",0,0,1,0
NA,"Prr13",0,0,1,0
NA,"Prr36",0,0,1,0
NA,"Prrt1",0,0,1,1
NA,"Prune1",0,0,1,0
NA,"Prxl2a",0,0,1,0
NA,"Prxl2b",0,0,1,0
NA,"Prxl2c",0,0,1,0
NA,"Psg16",0,0,1,0
NA,"Psme2b",0,0,1,0
NA,"Ptma",0,0,1,1
NA,"Ptms",0,0,1,1
NA,"Ptpa",0,0,1,1
NA,"Ptprd",0,0,1,1
NA,"Pum3",0,0,1,1
NA,"Pvr",0,0,1,0
NA,"Pvt1",0,0,1,1
NA,"Pwp2",0,0,1,0
NA,"Pwwp3a",0,0,1,1
NA,"Pwwp3b",0,0,1,0
NA,"Pxylp1",0,0,1,0
NA,"Pym1",0,0,1,0
NA,"Qars",0,0,1,0
NA,"Qtrt2",0,0,1,0
NA,"R3hcc1",0,0,1,0
NA,"R74862",0,0,1,0
NA,"Rab10os",0,0,1,0
NA,"Rab11fip4os1",0,0,1,0
NA,"Rab15",0,0,1,0
NA,"Rab1a",0,0,1,1
NA,"Rab26os",0,0,1,0
NA,"Rab29",0,0,1,0
NA,"Rab5if",0,0,1,0
NA,"Rab7b",0,0,1,0
NA,"Rack1",0,0,1,1
NA,"Raet1e",0,0,1,1
NA,"Ramac",0,0,1,0
NA,"Rapgef4os1",0,0,1,0
NA,"Rbfox3",0,0,1,1
NA,"Rbis",0,0,1,0
NA,"Rbm25",0,0,1,1
NA,"Rbm33",0,0,1,1
NA,"Rbmxl1",0,0,1,0
NA,"Rbsn",0,0,1,0
NA,"Rbx1",0,0,1,1
NA,"Rcc1l",0,0,1,0
NA,"Rcor3",0,0,1,1
NA,"Rec114",0,0,1,0
NA,"Relch",0,0,1,1
NA,"Resf1",0,0,1,1
NA,"Retreg1",0,0,1,1
NA,"Retreg2",0,0,1,0
NA,"Retreg3",0,0,1,1
NA,"Rex1bd",0,0,1,0
NA,"Rexo5",0,0,1,0
NA,"Rflna",0,0,1,0
NA,"Rflnb",0,0,1,0
NA,"Rfx5",0,0,1,0
NA,"Rhno1",0,0,1,0
NA,"Rhox2g",0,0,1,0
NA,"Rhox2h",0,0,1,0
NA,"Rhox3g",0,0,1,0
NA,"Rhox5",0,0,1,0
NA,"Rhox8",0,0,1,0
NA,"Rian",0,0,1,1
NA,"Ric1",0,0,1,1
NA,"Ric8a",0,0,1,0
NA,"Rida",0,0,1,0
NA,"Riox1",0,0,1,0
NA,"Riox2",0,0,1,0
NA,"Ripor1",0,0,1,0
NA,"Ripor2",0,0,1,1
NA,"Ripor3",0,0,1,0
NA,"Rmc1",0,0,1,0
NA,"Rmrp",0,0,1,0
NA,"Rmst",0,0,1,1
NA,"Rnf125",0,0,1,0
NA,"Rnf225",0,0,1,0
NA,"Rnf227",0,0,1,0
NA,"Ro60",0,0,1,1
NA,"Rp2",0,0,1,0
NA,"Rpl10-ps3",0,0,1,0
NA,"Rpl22l1",0,0,1,0
NA,"Rpl23a",0,0,1,0
NA,"Rpl29",0,0,1,0
NA,"Rpl32",0,0,1,0
NA,"Rpl34",0,0,1,0
NA,"Rpl36",0,0,1,1
NA,"Rpl36a",0,0,1,0
NA,"Rpl41",0,0,1,1
NA,"Rpl9-ps6",0,0,1,0
NA,"Rplp1",0,0,1,1
NA,"Rps27",0,0,1,1
NA,"Rps27rt",0,0,1,0
NA,"Rps3a1",0,0,1,1
NA,"Rrbp1",0,0,1,1
NA,"Rrp1",0,0,1,1
NA,"Rsf1os1",0,0,1,0
NA,"Rsf1os2",0,0,1,0
NA,"Rskr",0,0,1,0
NA,"Rsl1",0,0,1,0
NA,"Rsrc2",0,0,1,1
NA,"Rsrp1",0,0,1,1
NA,"Rtf2",0,0,1,0
NA,"Rtl4",0,0,1,1
NA,"Rtl5",0,0,1,0
NA,"Rtl8a",0,0,1,0
NA,"Rtl8b",0,0,1,0
NA,"Rtraf",0,0,1,0
NA,"Rubcn",0,0,1,1
NA,"Rubcnl",0,0,1,0
NA,"Runx2os1",0,0,1,0
NA,"Rxylt1",0,0,1,1
NA,"S100a11",0,0,1,0
NA,"S100a2",0,0,1,0
NA,"S100a7a",0,0,1,0
NA,"Sacs",0,0,1,1
NA,"Saraf",0,0,1,1
NA,"Saxo2",0,0,1,0
NA,"Scaf1",0,0,1,1
NA,"Scd2",0,0,1,1
NA,"Scd3",0,0,1,0
NA,"Scd4",0,0,1,0
NA,"Scml2",0,0,1,0
NA,"Scn2a",0,0,1,1
NA,"Sdhaf3",0,0,1,0
NA,"Sdhaf4",0,0,1,0
NA,"Sec1",0,0,1,0
NA,"Sel1l2",0,0,1,0
NA,"Selenof",0,0,1,0
NA,"Selenoh",0,0,1,0
NA,"Selenoi",0,0,1,1
NA,"Selenok",0,0,1,0
NA,"Selenok-ps1",0,0,1,0
NA,"Selenom",0,0,1,0
NA,"Selenon",0,0,1,0
NA,"Selenoo",0,0,1,0
NA,"Selenop",0,0,1,1
NA,"Selenos",0,0,1,0
NA,"Selenot",0,0,1,0
NA,"Selenow",0,0,1,1
NA,"Sem1",0,0,1,0
NA,"Serpina3g",0,0,1,0
NA,"Setd1b",0,0,1,1
NA,"Setmar",0,0,1,0
NA,"Sf1",0,0,1,1
NA,"Sf3a2",0,0,1,0
NA,"Sf3b6",0,0,1,0
NA,"Sfta3-ps",0,0,1,0
NA,"Sgf29",0,0,1,0
NA,"Sgo1",0,0,1,0
NA,"Sgo2a",0,0,1,0
NA,"Shfl",0,0,1,0
NA,"Shisa8",0,0,1,0
NA,"Shisal1",0,0,1,0
NA,"Shld1",0,0,1,1
NA,"Shld2",0,0,1,0
NA,"Shld3",0,0,1,0
NA,"Shtn1",0,0,1,1
NA,"Siah1b",0,0,1,0
NA,"Siglech",0,0,1,0
NA,"Sik1",0,0,1,0
NA,"Sinhcaf",0,0,1,0
NA,"Sirpb1c",0,0,1,0
NA,"Six3os1",0,0,1,0
NA,"Skint6",0,0,1,0
NA,"Slc22a21",0,0,1,0
NA,"Slc22a22",0,0,1,0
NA,"Slc23a4",0,0,1,0
NA,"Slc25a1",0,0,1,0
NA,"Slc26a10",0,0,1,0
NA,"Slc35a2",0,0,1,0
NA,"Slc47a2",0,0,1,0
NA,"Slc49a4",0,0,1,1
NA,"Slc6a20b",0,0,1,0
NA,"Slc7a15",0,0,1,0
NA,"Slco1a4",0,0,1,0
NA,"Slf1",0,0,1,1
NA,"Slf2",0,0,1,1
NA,"Slfn1",0,0,1,0
NA,"Slfn2",0,0,1,0
NA,"Smco4",0,0,1,0
NA,"Smim10l1",0,0,1,0
NA,"Smim11",0,0,1,0
NA,"Smim17",0,0,1,0
NA,"Smim26",0,0,1,0
NA,"Smim27",0,0,1,0
NA,"Smim4",0,0,1,1
NA,"Snhg1",0,0,1,1
NA,"Snhg10",0,0,1,0
NA,"Snhg11",0,0,1,1
NA,"Snhg12",0,0,1,0
NA,"Snhg14",0,0,1,1
NA,"Snhg15",0,0,1,0
NA,"Snhg16",0,0,1,0
NA,"Snhg17",0,0,1,0
NA,"Snhg20",0,0,1,1
NA,"Snhg3",0,0,1,1
NA,"Snhg4",0,0,1,0
NA,"Snhg4.1",0,0,1,0
NA,"Snhg5",0,0,1,1
NA,"Snhg6",0,0,1,0
NA,"Snhg8",0,0,1,0
NA,"Snhg9",0,0,1,1
NA,"Snrpa",0,0,1,1
NA,"Snrpc",0,0,1,0
NA,"Snrpe",0,0,1,0
NA,"Snrpg",0,0,1,0
NA,"Snu13",0,0,1,0
NA,"Sorbs2os",0,0,1,0
NA,"Sox1ot",0,0,1,0
NA,"Sox2ot",0,0,1,1
NA,"Sox5os4",0,0,1,0
NA,"Sp100",0,0,1,1
NA,"Sp3os",0,0,1,0
NA,"Spaca6",0,0,1,1
NA,"Spag6l",0,0,1,0
NA,"Spata48",0,0,1,0
NA,"Speer4a",0,0,1,0
NA,"Spg20",0,0,1,1
NA,"Spindoc",0,0,1,1
NA,"Spink10",0,0,1,0
NA,"Spout1",0,0,1,0
NA,"Spx",0,0,1,0
NA,"Sqor",0,0,1,0
NA,"Srek1ip1",0,0,1,0
NA,"Srgn",0,0,1,0
NA,"Srp54c",0,0,1,0
NA,"Srrm1",0,0,1,1
NA,"Srrm2",0,0,1,1
NA,"Srrm3",0,0,1,1
NA,"Srsf12",0,0,1,0
NA,"Srsf5",0,0,1,1
NA,"Ss18l2",0,0,1,0
NA,"Ssc4d",0,0,1,0
NA,"St8sia3os",0,0,1,0
NA,"Stimate",0,0,1,1
NA,"Stk26",0,0,1,0
NA,"Stn1",0,0,1,0
NA,"Stpg4",0,0,1,0
NA,"Stra6l",0,0,1,0
NA,"Stum",0,0,1,0
NA,"Stxbp3",0,0,1,1
NA,"Sult1a1",0,0,1,0
NA,"Sult5a1",0,0,1,0
NA,"Supt20",0,0,1,1
NA,"Susd6",0,0,1,1
NA,"Svbp",0,0,1,0
NA,"T2",0,0,1,0
NA,"Taf4",0,0,1,1
NA,"Tafa1",0,0,1,1
NA,"Tafa2",0,0,1,1
NA,"Tafa4",0,0,1,1
NA,"Tafa5",0,0,1,1
NA,"Tagap1",0,0,1,0
NA,"Tarbp1",0,0,1,0
NA,"Tasor",0,0,1,1
NA,"Tasor2",0,0,1,1
NA,"Tbc1d22bos",0,0,1,0
NA,"Tbx3os1",0,0,1,0
NA,"Tcaf1",0,0,1,1
NA,"Tcaf2",0,0,1,0
NA,"Tcam1",0,0,1,0
NA,"Tceal9",0,0,1,0
NA,"Tcf7",0,0,1,0
NA,"Tcim",0,0,1,0
NA,"Tcte2",0,0,1,0
NA,"Tedc1",0,0,1,0
NA,"Tedc2",0,0,1,0
NA,"Teddm2",0,0,1,0
NA,"Tent2",0,0,1,1
NA,"Tent4a",0,0,1,1
NA,"Tent4b",0,0,1,1
NA,"Tent5a",0,0,1,0
NA,"Tent5c",0,0,1,0
NA,"Tepsin",0,0,1,0
NA,"Terb1",0,0,1,0
NA,"Tesmin",0,0,1,0
NA,"Tex19.1",0,0,1,0
NA,"Tex52",0,0,1,0
NA,"Tgfbr3l",0,0,1,0
NA,"Tgoln1",0,0,1,0
NA,"Tgtp1",0,0,1,0
NA,"Tgtp2",0,0,1,0
NA,"Tha1",0,0,1,0
NA,"Thap12",0,0,1,0
NA,"Thap8",0,0,1,0
NA,"Tigar",0,0,1,0
NA,"Timm29",0,0,1,0
NA,"Tkfc",0,0,1,0
NA,"Tle5",0,0,1,1
NA,"Tlnrd1",0,0,1,0
NA,"Tlr12",0,0,1,0
NA,"Tlr13",0,0,1,0
NA,"Tmcc3os",0,0,1,0
NA,"Tmem115",0,0,1,0
NA,"Tmem121b",0,0,1,0
NA,"Tmem131l",0,0,1,1
NA,"Tmem147os",0,0,1,0
NA,"Tmem18",0,0,1,0
NA,"Tmem185a",0,0,1,0
NA,"Tmem191c",0,0,1,1
NA,"Tmem198b",0,0,1,0
NA,"Tmem223",0,0,1,0
NA,"Tmem250-ps",0,0,1,0
NA,"Tmem263",0,0,1,0
NA,"Tmem265",0,0,1,1
NA,"Tmem266",0,0,1,0
NA,"Tmem267",0,0,1,1
NA,"Tmem268",0,0,1,0
NA,"Tmem273",0,0,1,0
NA,"Tmem29",0,0,1,1
NA,"Tmem30c",0,0,1,0
NA,"Tmem35a",0,0,1,0
NA,"Tmem35b",0,0,1,0
NA,"Tmem94",0,0,1,1
NA,"Tmsb10",0,0,1,0
NA,"Tmsb15b2",0,0,1,0
NA,"Tmsb4x",0,0,1,1
NA,"Tnfrsf22",0,0,1,0
NA,"Tnfrsf23",0,0,1,0
NA,"Tnfrsf26",0,0,1,0
NA,"Tnfsf13os",0,0,1,0
NA,"Tnfsf9",0,0,1,0
NA,"Tns2",0,0,1,0
NA,"Togaram1",0,0,1,1
NA,"Togaram2",0,0,1,0
NA,"Tomm5",0,0,1,0
NA,"Tpm1",0,0,1,1
NA,"Tpm2",0,0,1,0
NA,"Tpm3-rs7",0,0,1,0
NA,"Tpm4",0,0,1,0
NA,"Trbc1",0,0,1,0
NA,"Trbc2",0,0,1,0
NA,"Trim12a",0,0,1,1
NA,"Trim30a",0,0,1,1
NA,"Trim30b",0,0,1,0
NA,"Trim30c",0,0,1,0
NA,"Trim30d",0,0,1,1
NA,"Trir",0,0,1,1
NA,"Trmo",0,0,1,0
NA,"Trmt61b",0,0,1,0
NA,"Trmt9b",0,0,1,0
NA,"Trp53cor1",0,0,1,0
NA,"Trp53rka",0,0,1,0
NA,"Trp53rkb",0,0,1,0
NA,"Tsix",0,0,1,1
NA,"Tspan32os",0,0,1,0
NA,"Tspoap1",0,0,1,1
NA,"Tstd3",0,0,1,0
NA,"Tsx",0,0,1,0
NA,"Ttc39d",0,0,1,0
NA,"Ttc41",0,0,1,0
NA,"Ttf1",0,0,1,1
NA,"Tug1",0,0,1,1
NA,"Tunar",0,0,1,0
NA,"Tut4",0,0,1,1
NA,"Tut7",0,0,1,1
NA,"Twnk",0,0,1,0
NA,"U2af1",0,0,1,1
NA,"U2af1l4",0,0,1,0
NA,"Uba52",0,0,1,0
NA,"Ubap1l",0,0,1,0
NA,"Ubap2l",0,0,1,1
NA,"Ubb",0,0,1,1
NA,"Ube4bos1",0,0,1,0
NA,"Ubl4a",0,0,1,0
NA,"Uchl1os",0,0,1,0
NA,"Ufd1",0,0,1,1
NA,"Umad1",0,0,1,1
NA,"Uqcc3",0,0,1,0
NA,"Usf3",0,0,1,1
NA,"Utp11",0,0,1,1
NA,"Utp25",0,0,1,0
NA,"Utp4",0,0,1,0
NA,"Vamp9",0,0,1,0
NA,"Vax2os",0,0,1,0
NA,"Vegfd",0,0,1,0
NA,"Virma",0,0,1,1
NA,"Vma21",0,0,1,0
NA,"Vmn2r1",0,0,1,0
NA,"Vmn2r29",0,0,1,0
NA,"Vmn2r53",0,0,1,0
NA,"Vmn2r54",0,0,1,0
NA,"Vmn2r55",0,0,1,0
NA,"Vmn2r57",0,0,1,0
NA,"Vmn2r85",0,0,1,0
NA,"Vmn2r87",0,0,1,0
NA,"Vps26c",0,0,1,1
NA,"Vps35l",0,0,1,1
NA,"Vps50",0,0,1,1
NA,"Vsir",0,0,1,1
NA,"Vxn",0,0,1,1
NA,"Wapl",0,0,1,1
NA,"Washc1",0,0,1,0
NA,"Washc2",0,0,1,1
NA,"Washc3",0,0,1,1
NA,"Washc4",0,0,1,1
NA,"Washc5",0,0,1,1
NA,"Wasl",0,0,1,1
NA,"Wdcp",0,0,1,0
NA,"Wdr83os",0,0,1,0
NA,"Wdr95",0,0,1,0
NA,"Xist",0,0,1,1
NA,"Xlr",0,0,1,0
NA,"Xlr3a",0,0,1,0
NA,"Xlr3b",0,0,1,0
NA,"Xlr3c",0,0,1,0
NA,"Xlr4b",0,0,1,0
NA,"Xlr4c",0,0,1,0
NA,"Xlr5a",0,0,1,0
NA,"Xndc1",0,0,1,1
NA,"Xpnpep3",0,0,1,1
NA,"Yaf2",0,0,1,1
NA,"Yjefn3",0,0,1,0
NA,"Yju2",0,0,1,0
NA,"Zbed4",0,0,1,1
NA,"Zbed5",0,0,1,0
NA,"Zbtb11os1",0,0,1,0
NA,"Zc3h13",0,0,1,1
NA,"Zc3h15",0,0,1,1
NA,"Zcchc10",0,0,1,0
NA,"Zeb2os",0,0,1,0
NA,"Zfas1",0,0,1,1
NA,"Zfhx2os",0,0,1,1
NA,"Zfp101",0,0,1,1
NA,"Zfp108",0,0,1,0
NA,"Zfp109",0,0,1,0
NA,"Zfp114",0,0,1,0
NA,"Zfp119a",0,0,1,0
NA,"Zfp119b",0,0,1,0
NA,"Zfp120",0,0,1,0
NA,"Zfp141",0,0,1,0
NA,"Zfp185",0,0,1,0
NA,"Zfp229",0,0,1,0
NA,"Zfp24",0,0,1,1
NA,"Zfp267",0,0,1,0
NA,"Zfp335os",0,0,1,0
NA,"Zfp345",0,0,1,0
NA,"Zfp35",0,0,1,0
NA,"Zfp40",0,0,1,1
NA,"Zfp429",0,0,1,0
NA,"Zfp442",0,0,1,0
NA,"Zfp455",0,0,1,0
NA,"Zfp456",0,0,1,0
NA,"Zfp469",0,0,1,0
NA,"Zfp472",0,0,1,0
NA,"Zfp493",0,0,1,0
NA,"Zfp512b",0,0,1,1
NA,"Zfp52",0,0,1,0
NA,"Zfp53",0,0,1,1
NA,"Zfp532",0,0,1,1
NA,"Zfp54",0,0,1,0
NA,"Zfp568",0,0,1,0
NA,"Zfp58",0,0,1,0
NA,"Zfp59",0,0,1,0
NA,"Zfp599",0,0,1,0
NA,"Zfp60",0,0,1,1
NA,"Zfp607a",0,0,1,0
NA,"Zfp607b",0,0,1,0
NA,"Zfp61",0,0,1,0
NA,"Zfp626",0,0,1,0
NA,"Zfp638",0,0,1,1
NA,"Zfp651",0,0,1,0
NA,"Zfp652os",0,0,1,0
NA,"Zfp658",0,0,1,0
NA,"Zfp677",0,0,1,0
NA,"Zfp68",0,0,1,0
NA,"Zfp719",0,0,1,0
NA,"Zfp729a",0,0,1,0
NA,"Zfp729b",0,0,1,0
NA,"Zfp740",0,0,1,1
NA,"Zfp747",0,0,1,0
NA,"Zfp748",0,0,1,0
NA,"Zfp758",0,0,1,0
NA,"Zfp759",0,0,1,0
NA,"Zfp760",0,0,1,0
NA,"Zfp763",0,0,1,0
NA,"Zfp773",0,0,1,0
NA,"Zfp781",0,0,1,0
NA,"Zfp788",0,0,1,1
NA,"Zfp808",0,0,1,1
NA,"Zfp809",0,0,1,1
NA,"Zfp81",0,0,1,0
NA,"Zfp810",0,0,1,1
NA,"Zfp811",0,0,1,0
NA,"Zfp825",0,0,1,0
NA,"Zfp85",0,0,1,0
NA,"Zfp850",0,0,1,0
NA,"Zfp85os",0,0,1,0
NA,"Zfp866",0,0,1,1
NA,"Zfp868",0,0,1,0
NA,"Zfp87",0,0,1,0
NA,"Zfp870",0,0,1,0
NA,"Zfp871",0,0,1,1
NA,"Zfp873",0,0,1,0
NA,"Zfp874a",0,0,1,0
NA,"Zfp874b",0,0,1,0
NA,"Zfp882",0,0,1,0
NA,"Zfp93",0,0,1,0
NA,"Zfp930",0,0,1,0
NA,"Zfp932",0,0,1,1
NA,"Zfp933",0,0,1,1
NA,"Zfp934",0,0,1,1
NA,"Zfp936",0,0,1,0
NA,"Zfp937",0,0,1,0
NA,"Zfp938",0,0,1,0
NA,"Zfp94",0,0,1,0
NA,"Zfp940",0,0,1,0
NA,"Zfp941",0,0,1,0
NA,"Zfp942",0,0,1,1
NA,"Zfp943",0,0,1,1
NA,"Zfp944",0,0,1,0
NA,"Zfp945",0,0,1,1
NA,"Zfp946",0,0,1,0
NA,"Zfp948",0,0,1,0
NA,"Zfp949",0,0,1,1
NA,"Zfp950",0,0,1,1
NA,"Zfp951",0,0,1,1
NA,"Zfp952",0,0,1,1
NA,"Zfp954",0,0,1,0
NA,"Zfp955a",0,0,1,0
NA,"Zfp955b",0,0,1,0
NA,"Zfp956",0,0,1,0
NA,"Zfp957",0,0,1,0
NA,"Zfp958",0,0,1,0
NA,"Zfp959",0,0,1,0
NA,"Zfp960",0,0,1,0
NA,"Zfp961",0,0,1,1
NA,"Zfp964",0,0,1,0
NA,"Zfp966",0,0,1,0
NA,"Zfp967",0,0,1,0
NA,"Zfp968",0,0,1,0
NA,"Zfp97",0,0,1,0
NA,"Zfp970",0,0,1,0
NA,"Zfp971",0,0,1,0
NA,"Zfp972",0,0,1,0
NA,"Zfp973",0,0,1,0
NA,"Zfp974",0,0,1,0
NA,"Zfp975",0,0,1,1
NA,"Zfp976",0,0,1,0
NA,"Zfp977",0,0,1,0
NA,"Zfp978",0,0,1,0
NA,"Zfp979",0,0,1,0
NA,"Zfp981",0,0,1,0
NA,"Zfp982",0,0,1,0
NA,"Zfp983",0,0,1,0
NA,"Zfp984",0,0,1,0
NA,"Zfp985",0,0,1,0
NA,"Zfp986",0,0,1,0
NA,"Zfp988",0,0,1,0
NA,"Zfp991",0,0,1,0
NA,"Zfp992",0,0,1,0
NA,"Zfp993",0,0,1,0
NA,"Zfp994",0,0,1,0
NA,"Zfp995",0,0,1,0
NA,"Zgrf1",0,0,1,0
NA,"Zim1",0,0,1,0
NA,"Zkscan4",0,0,1,0
NA,"Zmiz1os1",0,0,1,0
NA,"Znrd1as",0,0,1,0
NA,"Znrd2",0,0,1,0
NA,"Zpr1",0,0,1,0
NA,"Zranb2",0,0,1,1
NA,"Zrsr1",0,0,1,0
NA,"Zswim9",0,0,1,0
NA,"Zup1",0,0,1,1
NA,"mt-Atp6",0,0,1,0
NA,"mt-Co1",0,0,1,1
NA,"mt-Co2",0,0,1,1
NA,"mt-Co3",0,0,1,1
NA,"mt-Cytb",0,0,1,0
NA,"mt-Nd1",0,0,1,0
NA,"mt-Nd2",0,0,1,0
NA,"mt-Nd3",0,0,1,0
NA,"mt-Nd4",0,0,1,0
NA,"mt-Nd4l",0,0,1,0
NA,"mt-Nd5",0,0,1,0
NA,"mt-Nd6",0,0,1,0
"A1BG","A1bg",1,1,0,0
"A1BG-AS1",NA,1,0,0,0
"A2M","A2m",1,1,1,0
"A2ML1",NA,1,1,0,0
"A3GALT2","A3galt2",0,0,1,0
"A4GALT","A4galt",1,1,1,0
"AAAS","Aaas",1,1,1,0
"AACS","Aacs",1,1,1,0
"AADAT","Aadat",1,1,0,0
"AAGAB","Aagab",1,1,1,1
"AAK1","Aak1",1,1,1,1
"AAMDC","Aamdc",1,1,1,1
"AAMP","Aamp",1,1,1,0
"AANAT","Aanat",0,1,0,0
"AAR2","Aar2",1,1,1,0
"AARD","Aard",0,1,0,0
"AARS","Aars",0,0,1,1
"AARS1",NA,1,1,0,0
"AARS2","Aars2",1,1,1,0
"AARSD1","Aarsd1",1,1,1,0
"AASDH","Aasdh",1,1,1,0
"AASDHPPT","Aasdhppt",1,1,1,0
"AASS","Aass",1,1,1,0
"AATF","Aatf",1,1,1,1
"AATK","Aatk",1,1,1,1
"ABAT","Abat",1,1,1,1
"ABCA1","Abca1",1,1,1,1
"ABCA10",NA,0,1,0,0
"ABCA11P",NA,1,0,0,0
"ABCA13","Abca13",0,1,1,0
"ABCA17P",NA,1,0,0,0
"ABCA2","Abca2",1,1,1,1
"ABCA3","Abca3",1,1,1,1
"ABCA4","Abca4",0,1,1,0
"ABCA5","Abca5",1,1,1,1
"ABCA6","Abca6",0,1,1,0
"ABCA7","Abca7",1,1,1,1
"ABCA8","Abca8b",1,1,1,1
"ABCA9","Abca9",0,1,1,1
"ABCB1","Abcb1a",1,1,1,0
"ABCB10","Abcb10",1,1,1,1
"ABCB4","Abcb4",1,1,1,0
"ABCB6","Abcb6",1,1,1,0
"ABCB7","Abcb7",1,1,1,1
"ABCB8","Abcb8",1,1,1,0
"ABCB9","Abcb9",1,1,1,0
"ABCC1","Abcc1",1,1,1,1
"ABCC10","Abcc10",1,1,1,0
"ABCC11",NA,0,1,0,0
"ABCC12","Abcc12",0,1,0,0
"ABCC3","Abcc3",1,1,1,0
"ABCC4","Abcc4",1,1,1,1
"ABCC5","Abcc5",1,1,1,1
"ABCC6","Abcc6",1,1,1,0
"ABCC6P1",NA,1,0,0,0
"ABCC6P2",NA,1,0,0,0
"ABCC8","Abcc8",1,1,1,0
"ABCC9","Abcc9",1,1,1,0
"ABCD1","Abcd1",1,1,1,0
"ABCD2","Abcd2",1,1,1,1
"ABCD3","Abcd3",1,1,1,1
"ABCD4","Abcd4",1,1,1,1
"ABCE1","Abce1",1,1,1,1
"ABCF1","Abcf1",0,1,1,1
"ABCF2","Abcf2",1,1,1,0
"ABCF3","Abcf3",1,1,1,0
"ABCG1","Abcg1",1,1,1,1
"ABCG2","Abcg2",1,1,1,1
"ABCG4","Abcg4",1,1,1,0
"ABHD1",NA,1,1,0,0
"ABHD10","Abhd10",1,1,1,0
"ABHD11","Abhd11",1,1,1,0
"ABHD12","Abhd12",1,1,1,1
"ABHD12B","Abhd12b",0,1,1,0
"ABHD13","Abhd13",1,1,1,0
"ABHD14A","Abhd14a",1,1,1,0
"ABHD14A-ACY1",NA,0,1,0,0
"ABHD14B","Abhd14b",1,1,1,0
"ABHD15","Abhd15",1,1,1,0
"ABHD16A","Abhd16a",0,1,1,1
"ABHD16B","Abhd16b",1,1,0,0
"ABHD17A","Abhd17a",1,1,1,0
"ABHD17AP3",NA,1,0,0,0
"ABHD17B","Abhd17b",1,1,1,1
"ABHD17C","Abhd17c",1,1,1,0
"ABHD18",NA,1,1,0,0
"ABHD2","Abhd2",1,1,1,1
"ABHD3","Abhd3",1,1,1,0
"ABHD4","Abhd4",1,1,1,0
"ABHD5","Abhd5",1,1,1,0
"ABHD6","Abhd6",1,1,1,1
"ABHD8","Abhd8",1,1,1,0
"ABI1","Abi1",1,1,1,1
"ABI2","Abi2",1,1,1,1
"ABI3","Abi3",1,1,1,0
"ABI3BP",NA,1,1,0,0
"ABITRAM",NA,1,1,0,0
"ABL1","Abl1",1,1,1,1
"ABL2","Abl2",1,1,1,1
"ABLIM1","Ablim1",1,1,1,1
"ABLIM2","Ablim2",1,1,1,1
"ABLIM3","Ablim3",1,1,1,0
"ABO","Abo",0,1,0,0
"ABR","Abr",1,1,1,1
"ABRACL","Abracl",1,1,1,0
"ABRAXAS1",NA,1,1,0,0
"ABRAXAS2",NA,1,1,0,0
"ABT1","Abt1",1,1,1,0
"ABTB1","Abtb1",1,1,1,0
"ABTB2","Abtb2",1,1,1,1
"ABTB3",NA,1,1,0,0
"ACAA1","Acaa1a",1,1,1,1
"ACAA2","Acaa2",1,1,1,0
"ACACA","Acaca",1,1,1,1
"ACACB","Acacb",1,1,1,0
"ACAD10","Acad10",1,1,1,0
"ACAD11","Acad11",1,1,1,0
"ACAD8","Acad8",1,1,1,0
"ACAD9","Acad9",1,1,1,0
"ACADL","Acadl",1,1,1,1
"ACADM","Acadm",1,1,1,1
"ACADS","Acads",1,1,1,0
"ACADSB","Acadsb",1,1,1,1
"ACADVL","Acadvl",1,1,1,0
"ACAN",NA,1,1,0,0
"ACAP1","Acap1",1,1,1,0
"ACAP2","Acap2",1,1,1,1
"ACAP3","Acap3",1,1,1,1
"ACAT1","Acat1",1,1,1,1
"ACAT2","Acat2",1,1,1,0
"ACAT2","Acat3",1,1,1,0
"ACBD3","Acbd3",1,1,1,1
"ACBD4","Acbd4",1,1,1,0
"ACBD5","Acbd5",1,1,1,1
"ACBD6","Acbd6",1,1,1,1
"ACBD7","Acbd7",1,1,0,0
"ACCS","Accs",1,1,1,0
"ACD","Acd",1,1,1,0
"ACE","Ace",1,1,1,0
"ACER2","Acer2",0,1,1,0
"ACER3","Acer3",1,1,1,1
"ACHE","Ache",1,1,1,0
"ACIN1","Acin1",1,1,1,1
"ACKR1",NA,1,1,0,0
"ACKR2","Ackr2",1,1,0,0
"ACKR3","Ackr3",1,1,1,0
"ACKR4","Ackr4",0,1,1,0
"ACLY","Acly",1,1,1,1
"ACMSD","Acmsd",0,1,0,0
"ACO1","Aco1",1,1,1,1
"ACO2","Aco2",1,1,1,1
"ACOT1","Acot3",1,1,0,0
"ACOT11","Acot11",1,1,1,1
"ACOT12","Acot12",0,1,0,0
"ACOT13","Acot13",1,1,1,0
"ACOT2","Acot2",1,1,1,0
"ACOT4","Acot4",1,1,0,0
"ACOT6",NA,0,1,0,0
"ACOT7","Acot7",1,1,1,1
"ACOT8","Acot8",1,1,1,0
"ACOT9","Acot10",1,1,0,0
"ACOT9","Acot9",1,1,1,0
"ACOX1","Acox1",1,1,1,1
"ACOX2","Acox2",1,1,0,0
"ACOX3","Acox3",1,1,1,1
"ACP1","Acp1",1,1,1,0
"ACP2","Acp2",1,1,1,1
"ACP3",NA,0,1,0,0
"ACP5",NA,1,1,0,0
